text,text.1,text.2,text.3
,It's a very well known company since from 20 year ,It's very well known company since from 20 year it's my personal trusted ,
Godrej is valued Indian company,,Since it is valued authentic india company,
Godrej is highly reputed brand in my country. They work in various fields and have very good track record. ,,,Godrej is very good company and their products and services are of very good quality. 
,,It is famous company and products is very good and long lasting ,
,,It has very low brand image with low publicity ,It has low publicity and no great brand value
Because mostly Home apliances use of Godrej.,,Mostly uses by all customers.,
I didn’t experience well this brand ,,,
,,"Godrej has a variety of products that are durable, however, it doesn't match my taste in terms of design, finishing, look, and feel.","Godrej is a ruling brand in the locker and security system. It's one of their USP, every home probably would have a Godrej basic locks, or high end security lockers."
Godrej don't have many products.It has only limited no of products.,,,"Our cash lockers will ensure the safety of your valuables, Godrej Home Lockers are pro at keeping secure."
,It's very well known company since from 20 year and it's my personal trusted company ,It's very well known company since from 20 year and it's my personal trusted company ,
,"One oldest brand within country ,largest locks producing brand , quality,standard ","One of trusted brand in india ,quality, standards ",
,10,Quality is good ,
,Time efficiency ,Durable ,
,"It is one of the most famous brand and the locks were most durable one's and the locks can't be broken easily.
",,"Because of the brand and the service that they provide and the product that they provide is one the best among other's.
"
,Because it deserves that much of rating,Because it deserves that much of rating and review,
,,,
,Godrej is best quality,,. Engineering excellence and a strong pioneering
,"safty, security,durable faithfuly",,GODREJ IS A HOME BRAND AND IT IS SAFE & SECURE TO USE & DURABLE
,Because it's a brand that we can trust.,,Because it's a brand that people trust
,it provide very high security with many combination,,it provide very high security with many combination
,,,It deserves and has many features for safety purposes 
,I've used before so that's why i trust godrej brand.,,
,Reliable and portable.,,Because it is safe and aesthetically pleasing.
,,,It is an extremely safe and smart option for my home .it can only accessed through an authorized pin.
,it is so good product,,it is so good
,Good quality,,Good quality
,I like the brand and I trust the brand. This brand have many designs,,I trust this brand it is easy and secure
,Because it is best in quality,,Because it is best quality in safe
,Its smart more user friendly offers high tech service quite afforadable easily available in my country and using this brand since quite a long time and have trust issue.,,Its offers quality security devices which is quite budget friendly and gives home a high tech look uses adavanced technology to build real high tech device easily available in my country based in my country users of its product since very long and have build strong trust issue.
,I like the experience of usage and it perfectly works ,,
,,,It is best security solution for home. 
,it provide very high security with many combination,,it provide very high security with many combination
,Very trustable brand of luck,,
,,,"It's a best brand for years
"
,Because I like the design and security,,It is a good company and I trust it
,it provide very high security with many combination,,it provide very high security with many combination
,"For over a century, Godrej has been eponymous with pioneering cutting-edge products and integrated security solutions",, Engineering excellence and a strong pioneering spirit continues to underscore the operating philosophy of Godrej
,one of the oldest company,,Like there products 
,There are one of the best locks,,They are most trusted brand 
,,,Godrej feels more comfortable and my friends have been using and suggested
,it is so good,,it is so good
,I like this as it was no 1 brand and it's feature also so much good and it was fully secure,,
,"can negotiate better interest rates, get credit cards with higher credit limits and beneficial offers",,Engineering excellence and a strong pioneering spirit continues to underscore the operating philosophy
,It is a great security lock provider among all other brands,,
,it is so good,,it is so good
,,,It is a well established brand in all the security locks brands
,It's trustworthy,,It's trustworthy
,this is a international markets brand ,,because it is a good thing 
,Overall excellent ,,Best locks and security 
,,,i am used to this brand product ok with that security as i give this score.
,it is so good,,it is so good
,,,I have using many products of these brands
,,,Because Godrej is the best brands of any products.
,,,this brand is for me most trusted and working fine for me.
,Because mostly use locks Godrej.,,"His locks are mostly makes for offices, home safety, Almirah, Banks and always best for safety purpose."
,Durable and been using it for many years.,,Durable and been using it for many years.
,Godrej is a old and reputed and trusted brand they provide locks which are unbreakable they are making from more than 100 yrs,,
,I have been using godrej locks since the time i remember. Mostly godrej locks are only available when i want to buy. No complaints. Durable ,,
,It's better than others.,,
,Godrej locks are smooth and easy to lock and its nicely designed ,,
,"Mostly uses locking system of Godrej brand. Like offices, homes, banks, Almirah, and in other appliances mostly use of Godrej brand. ",,
,It is very good brand that it will be more secure ,,
,,,
,it is so good,,
,very like,,
,Because godrej is one of the oldest brand in India and we believe in it,,
,best in locks,,
,Good Quality,,
,godrej is very useful,,
,Good brand ,,
